,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
208,brian l walter,evergreen state college,,,2011,A Only,man,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
209,matilde lalin,university of montreal,419,12,,A Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
210,luiza coelho,california institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,other,other ,FALSE,,FALSE
211,geoffrey buhl,california state university channel islands,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
212,james sheldon,university of arizona,17,2,,A Only,man,,,,,,,,,FALSE,,FALSE
213,daniel reinholz,san diego state university,604,12,2014,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,,,FALSE,,FALSE
214,olivia borghi,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
215,natalie sheils,unitedhealth group,,,,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
216,holly swisher,oregon state university,191,8,2005,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,64,FALSE
217,madeline brandt,university of california berkeley,33,3,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
218,kameryn williams,university of hawaii at manoa,,,2018,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
219,frank a farris,santa clara university,,,1981,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
220,sam fleischer,university of california davis,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
221,catherine buell,fitchburg state university,14,2,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
222,piper h,university of hawaii at manoa,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
223,belin tsinnajinnie,santa fe community college,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
224,amber rosin,cal poly pomona,,,2003,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
225,samuel iselin,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
226,michael wills,layton christian academy,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
227,amie wilkinson,university of chicago,1971,25,1995,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,783,FALSE
228,karen clark,college of new jersey,,,1992,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
229,kisun lee,georgia institute of technology,20,2,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
230,kimberly a roth,juniata college,27,2,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
231,nicholas fortune,western kentucky university,24,3,2018,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
232,michael robert,university of the sciences,,,2013,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
233,ashlee kalauli,university of california santa barbara,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
234,inbar klang,columbia university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
235,paige helms,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
236,rob oakley,temple university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
237,kathryn van etten,university of nebraska,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
238,rebecca gasper,creighton university,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
239,michael dougherty,colby college,,,2018,A Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
240,japheth wood,bard college,,,1997,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
241,amy beth prager,ncwit,,,1999,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
242,daniel pollack,university of washington,1125,19,1991,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,504,FALSE
243,timothy ferdinands,alfred university,,,2010,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
244,andres mejia,university of pennsylvania,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
245,spencer hamblen,mcdaniel college,,,2005,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
246,aris winger,georgia gwinnett college,,,2005,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
247,david dynerman,chan zuckerberg biohub,,,,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
248,mindy capaldi,valparaiso university,27,4,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
249,joshua wiscons,california state university sacramento,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
250,doug burkholder,lenoirrhyne university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
251,parker glynn adey,university of toronto,,,,A Only,man,highered,international,moreri,canada,assistant,lesssecure,math,mathstat,FALSE,,FALSE
252,claudio gä_ä__mez gonzä_ä__les,university of chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
253,robert kelvey,college of wooster,,,2016,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
254,natalie downey,university of colorado,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
255,"joseph e hibdon, jr",northeastern illinois university,,,,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
256,alexander hoover,university of akron,71,5,2015,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
257,charles d camp,cal poly san luis obispo,,,1987,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
258,dominic canzanese,villanova university,,,,A Only,man,highered,domesticr2,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
259,ajeet gary,new york university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
260,valerie peterson,university of portland,,,,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
261,vanessa aguirre,san francisco state university,,,,A Only,woman,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
262,michole washington,university of michigan,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
263,jo hardin,pomona college,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
264,mollee shultz,university of michigan,3,1,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,mathed,mathed,FALSE,,FALSE
265,michelle snider,ida center for computing analysis,,,2010,A Only,woman,highered,domesticr1,moreri,,,,,,FALSE,,FALSE
266,michael s gagliardo,california lutheran university,,,2007,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
267,eliza gallagher,clemson university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
268,monica vandieren,robert morris university,532,12,2002,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
269,hayley milbourne,university of san diego,,,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
270,ander erickson,university of washington tacoma,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
271,thomas dick,oregon state university,,,1984,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,0,FALSE
272,cody l patterson,texas state university,,,2010,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
273,patrick bahls,university of north carolina asheville,,,,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
274,chris rasmussen,san diego state university,3827,33,1997,A Only,man,highered,domesticr2,lessri,,professor,moresecure,mathed,mathed,FALSE,,FALSE
275,tim mceldowney,west virginia university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
276,maia averett,mills college,,,2008,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
277,nicole infante,west virginia university,302,8,2007,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,mathed,mathed,FALSE,,FALSE
278,karoline pershell,association for women in mathematics,,,2010,A Only,woman,nothighered,,,,,,,,FALSE,,FALSE
279,prateek kunwar,university of hawaii at manoa,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
280,stephanie garofalo,georgia state university,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
281,nicole eikmeier,grinnell college,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
282,widodo samyono,jarvis christian college,17,2,2005,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
283,katrin wehrheim,university of california berkeley,,,2002,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,TRUE,,FALSE
284,nate brown,pennsylvania state university,90,6,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,896,FALSE
285,travis morrison,university of waterloo,,,2018,A Only,man,highered,international,moreri,canada,ntt,lesssecure,other,other ,FALSE,,FALSE
286,cameron byerley,university of georgia,,,,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
287,taro shima,city college of new york,,,,A Only,man,highered,domesticr2,lessri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
288,william worden,rice university,,,,A Only,man,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
289,emily braley,harvard university,,,2012,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,mathed,mathed,FALSE,,FALSE
290,kamuela yong,university of hawaii west oahu,35,4,2012,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
291,krista bresock,west virginia university,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
292,mary e pilgrim,san diego state university,35,3,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
293,sasha townsend,tulsa community college,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
294,pamela e harris,williams college,,,2012,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
295,sally collins,georgia institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
296,elaine lande,university of michigan,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
297,travis shrontz,georgia institute of technology,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,comp,other ,FALSE,,FALSE
298,pierre albin,university of illinois,431,11,2005,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
299,emily cilli turner,university of la verne,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
300,elizabeth munch,michigan state university,406,12,2013,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
301,emily riehl,johns hopkins university,1026,18,2011,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
302,eileen fernandez,montclair state university,,,1998,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
303,rosalie bä_ä__langer rioux,mcgill university,,,,A Only,woman,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,FALSE,,FALSE
304,justin troyka,york university,9,2,2018,A Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,FALSE,,FALSE
305,amanda hattaway,wentworth institute of technology,,,2004,A Only,woman,highered,domesticother,lessri,,staff,lesssecure,math,mathstat,FALSE,,FALSE
306,anschel schaffer cohen,university of pennsylvania,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
307,eric kuennen,university of wisconsin oshkosh,,,2001,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
308,andrea heald,university of washington,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
309,marianne korten,kansas state university,,,,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,41,FALSE
310,joshua batson,chan zuckerberg biohub,729,7,2014,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
311,karen thomas,edgewood college,,,1995,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
312,johanna franklin,hofstra university,,,2007,A Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
313,eric eager,pro football focus,158,7,1993,A Only,man,nothighered,,,,,,,,FALSE,,FALSE
314,emily olson,millikin university,,,2017,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
315,geillan aly,university of hartford,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
316,caitlin beecham,georgia institute of technology,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
317,irma cruz white,chipola college,,,2003,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
318,casey monday,university of cincinnati,,,2014,A Only,woman,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
319,steven clontz,university of south alabama,,,2015,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
320,caglar uyanik,yale university,58,4,2017,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
321,martha byrne,sonoma state university,,,2014,A Only,woman,highered,domesticother,lessri,,professor,moresecure,mathed,mathed,FALSE,,FALSE
322,cameron d hill,wesleyan university,,,2010,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
323,stacy musgrave,cal poly pomona,116,5,2013,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
324,david futer,temple university,847,15,2005,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
325,suzanne lynch boyd,university of wisconsin milwaukee,,,2002,A Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
326,john ross,southwestern university,,,2015,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
327,kelly macarthur,university of utah,,,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
328,devlin mallory,university of michigan,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
329,marco v martinez,north central college,,,2013,A Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
